Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2014/15,LocalAuthority,E06000032,611,Luton Borough Council (Unitary)                                                                     ,FAE_Primary_Obesity,Male,8
2014/15,LocalAuthority,E10000020,607,Norfolk County Council                                                                              ,FAE_Primary_Obesity,Male,27
2014/15,LocalAuthority,E06000031,624,Peterborough City Council (Unitary)                                                                 ,FAE_Primary_Obesity,Male,*
2014/15,LocalAuthority,E06000033,621,Southend-on-Sea Borough Council (Unitary)                                                           ,FAE_Primary_Obesity,Male,9
2014/15,LocalAuthority,E10000029,609,Suffolk County Council                                                                              ,FAE_Primary_Obesity,Male,8
2014/15,LocalAuthority,E06000034,622,Thurrock Council (Unitary)                                                                          ,FAE_Primary_Obesity,Male,13
2014/15,Region,E12000007,H,London,FAE_Primary_Obesity,Male,565
2014/15,LocalAuthority,E09000001,714,Corporation of the City of London                                                                   ,FAE_Primary_Obesity,Male,0
2014/15,LocalAuthority,E09000002,716,London Borough of Barking and Dagenham                                                              ,FAE_Primary_Obesity,Male,16
2014/15,LocalAuthority,E09000003,717,London Borough of Barnet                                                                            ,FAE_Primary_Obesity,Male,31
2014/15,LocalAuthority,E09000004,718,London Borough of Bexley                                                                            ,FAE_Primary_Obesity,Male,20
2014/15,LocalAuthority,E09000005,719,London Borough of Brent                                                                             ,FAE_Primary_Obesity,Male,32
2014/15,LocalAuthority,E09000006,720,London Borough of Bromley                                                                           ,FAE_Primary_Obesity,Male,22
2014/15,LocalAuthority,E09000007,702,London Borough of Camden                                                                            ,FAE_Primary_Obesity,Male,16
2014/15,LocalAuthority,E09000008,721,London Borough of Croydon                                                                           ,FAE_Primary_Obesity,Male,19
2014/15,LocalAuthority,E09000009,722,London Borough of Ealing                                                                            ,FAE_Primary_Obesity,Male,19
2014/15,LocalAuthority,E09000010,723,London Borough of Enfield                                                                           ,FAE_Primary_Obesity,Male,17
2014/15,LocalAuthority,E09000011,703,London Borough of Greenwich                                                                         ,FAE_Primary_Obesity,Male,17
2014/15,LocalAuthority,E09000012,704,London Borough of Hackney                                                                           ,FAE_Primary_Obesity,Male,18
2014/15,LocalAuthority,E09000013,705,London Borough of Hammersmith and Fulham                                                            ,FAE_Primary_Obesity,Male,17
2014/15,LocalAuthority,E09000014,724,London Borough of Haringey                                                                          ,FAE_Primary_Obesity,Male,9
2014/15,LocalAuthority,E09000015,725,London Borough of Harrow                                                                            ,FAE_Primary_Obesity,Male,16
2014/15,LocalAuthority,E09000016,726,London Borough of Havering                                                                          ,FAE_Primary_Obesity,Male,12
2014/15,LocalAuthority,E09000017,727,London Borough of Hillingdon                                                                        ,FAE_Primary_Obesity,Male,36
2014/15,LocalAuthority,E09000018,728,London Borough of Hounslow                                                                          ,FAE_Primary_Obesity,Male,26
2014/15,LocalAuthority,E09000019,706,London Borough of Islington                                                                         ,FAE_Primary_Obesity,Male,7
2014/15,LocalAuthority,E09000022,708,London Borough of Lambeth Council                                                                   ,FAE_Primary_Obesity,Male,20
2014/15,LocalAuthority,E09000023,709,London Borough of Lewisham Council                                                                  ,FAE_Primary_Obesity,Male,28
2014/15,LocalAuthority,E09000024,730,London Borough of Merton Council                                                                    ,FAE_Primary_Obesity,Male,15
